,Answer_ID
261,2
262,1
263,1
264,2
265,2
266,1
267,2
268,2
269,4
270,4
271,2
272,5
273,2
274,2
275,4
276,2
277,4
278,1
279,4
280,4
281,4
282,2
283,4
284,1
285,1
286,3
287,5
288,5
289,2
290,1
291,2
292,3
293,4
294,2
295,2
296,4
297,1
298,3
299,1
300,3
301,1
302,1
303,5
304,1
305,4
306,2
307,5
308,2
309,3
310,1
311,3
312,4
313,4
314,2
315,1
316,4
317,2
318,1
319,3
320,3
321,5
322,4
323,3
324,5
325,1
326,4
327,1
328,5
329,3
330,4
331,4
332,3
333,1
334,1
335,3
336,5
337,1
338,1
339,4
340,2
341,3
342,1
343,2
344,3
345,1
346,5
347,1
348,4
349,4
350,3
351,2
352,1
353,3
354,2
355,1
356,2
357,4
358,2
359,4
360,5
361,2
362,2
363,1
364,1
365,2
366,5
367,1
368,4
369,4
370,1
371,2
372,5
373,2
374,1
375,3
376,2
377,2
378,2
379,2
380,2
381,5
382,5
383,1
384,1
385,2
386,3
387,1
388,4
389,1
390,1
391,2
392,5
393,5
394,3
395,1
396,2
397,3
398,2
399,5
400,5
401,4
402,4
403,3
404,5
405,2
406,2
407,3
408,3
409,4
410,3
411,3
412,4
413,5
414,1
415,5
416,2
417,4
418,4
419,5
420,4
421,3
422,4
423,1
424,4
425,1
426,2
427,2
428,3
429,5
430,2
431,1
432,2
433,2
434,3
435,4
436,3
437,2
438,2
439,4
440,2
441,4
442,4
443,2
444,3
445,2
446,4
447,3
448,5
449,1
450,5
451,3
452,3
453,3
454,1
455,5
456,3
457,1
458,2
459,4
460,5
461,1
462,5
463,1
464,2
465,1
466,2
467,3
468,1
469,5
470,4
471,1
472,4
473,1
474,4
475,2
476,1
477,5
478,1
479,2
480,5
481,1
482,4
483,2
484,4
485,2
486,1
487,2
488,5
489,3
490,1
491,3
492,3
493,2
494,1
495,5
496,2
497,1
498,1
499,3
500,3
501,3
502,4
503,2
504,2
505,2
506,2
507,1
508,2
509,4
510,5
511,1
512,4
513,4
514,3
515,1
516,3
517,2
518,4
519,4
520,3
521,4
522,1
523,4
524,4
525,1
526,3
527,1
528,1
529,2
530,3
531,2
532,3
533,2
534,4
535,1
536,3
537,4
538,4
539,4
540,3
541,3
542,1
543,4
544,4
545,1
546,2
547,4
548,4
549,5
550,5
551,5
552,4
553,5
554,1
555,2
556,4
557,5
558,4
559,4
560,5
561,3
562,3
563,1
564,4
565,3
566,3
567,2
568,4
569,2
570,1
571,1
572,2
573,5
574,4
575,1
576,4
577,3
578,1
579,5
580,5
581,3
582,4
583,3
584,5
585,4
586,4
587,4
588,4
589,4
590,1
591,4
592,4
593,4
594,4
595,2
596,4
597,2
598,4
599,4
600,3
601,5
602,3
603,3
604,5
605,4
606,2
607,4
608,4
609,3
610,3
611,1
612,5
613,1
614,3
615,4
616,1
617,3
618,2
619,5
620,2
621,1
622,1
623,3
624,2
625,2
626,3
627,4
628,1
629,4
630,3
631,2
632,2
633,2
634,4
635,2
636,5
637,5
638,3
639,2
640,1
641,5
642,3
643,5
644,4
645,3
646,4
647,4
648,2
649,2
650,3
651,2
652,5
653,2
654,2
655,3
656,5
657,4
658,5
659,1
660,3
661,2
662,2
663,4
664,2
665,3
666,2
667,1
668,1
669,1
670,4
671,1
672,4
673,4
674,1
675,1
676,4
677,1
678,5
679,4
680,1
681,5
682,4
683,3
684,5
685,4
686,1
687,1
688,1
689,4
690,5
691,3
692,1
693,3
694,2
695,2
696,3
697,3
698,3
699,2
700,1
701,1
702,5
703,1
704,1
705,5
706,3
707,4
708,5
709,4
710,1
711,4
712,3
713,5
714,3
715,5
716,5
717,2
718,3
719,3
720,4
721,3
722,3
723,3
724,1
725,5
726,3
727,2
728,2
729,1
730,3
731,1
732,1
733,1
734,1
735,1
736,4
737,3
738,1
739,2
740,3
741,1
742,3
743,1
744,1
745,3
746,4
747,2
748,5
749,5
750,2
751,1
752,4
753,4
754,1
755,4
756,2
757,1
758,4
759,2
760,3
761,1
762,2
763,1
764,4
765,2
766,1
767,4
768,2
769,5
770,1
771,2
772,4
773,5
774,1
775,1
776,4
777,4
778,2
779,2
780,4
781,2
782,1
783,2
784,1
785,4
786,1
787,2
788,3
789,1
790,4
791,3
792,4
793,2
794,1
795,4
796,2
797,5
798,4
799,1
800,5
801,3
802,2
803,2
804,2
805,3
806,5
807,1
808,1
809,3
810,2
811,1
812,1
813,1
814,2
815,2
816,1
817,2
818,5
819,3
820,1
821,1
822,1
823,2
824,1
825,4
826,4
827,2
828,1
829,5
830,1
831,3
832,2
833,1
834,3
835,5
836,3
837,2
838,3
839,3
840,1
841,5
842,5
843,4
844,5
845,3
846,2
847,4
848,3
849,2
850,3
851,1
852,5
853,5
854,1
855,4
856,3
857,1
858,5
859,5
860,2
861,5
862,3
863,5
864,3
865,3
866,2
867,4
868,1
869,5
870,5
871,3
872,2
873,3
874,5
875,1
876,5
877,5
878,5
879,4
880,3
881,4
882,3
883,1
884,1
885,1
886,2
887,4
888,3
889,2
890,1
891,1
892,4
893,1
894,5
895,2
896,4
897,4
898,5
899,3
900,2
901,1
902,4
903,3
904,4
905,4
906,5
907,4
908,4
909,3
910,5
911,2
912,1
913,1
914,5
915,2
916,2
917,4
918,4
919,3
920,2
921,5
922,5
923,4
924,3
925,1
926,4
927,3
928,5
929,2
930,1
931,2
932,4
933,5
934,1
935,2
936,4
937,2
938,2
939,2
940,4
941,5
942,3
943,2
944,3
945,4
946,1
947,4
948,2
949,1
950,4
951,1
952,2
953,5
954,3
955,1
956,4
957,2
958,3
959,2
960,5
961,3
962,5
963,1
964,2
965,3
966,1
967,3
968,3
969,3
970,3
971,4
972,5
973,2
974,4
975,5
976,5
977,5
978,1
979,5
980,2
981,4
982,3
983,4
984,4
985,5
986,5
987,2
988,3
989,1
990,5
991,5
992,3
993,2
994,2
995,2
996,3
997,1
998,5
999,5
1000,1
1001,1
1002,1
1003,2
1004,2
1005,4
1006,2
1007,4
1008,1
1009,4
1010,1
1011,4
1012,5
1013,1
1014,3
1015,1
1016,2
1017,3
1018,3
1019,4
1020,2
1021,1
1022,1
1023,1
1024,1
1025,4
1026,4
1027,5
1028,2
1029,5
1030,1
1031,4
1032,2
1033,5
1034,2
1035,5
1036,5
1037,5
1038,4
1039,3
1040,3
1041,3
1042,3
1043,2
1044,3
1045,4
1046,4
1047,2
1048,2
1049,2
1050,1
1051,3
1052,1
1053,3
1054,4
1055,1
1056,4
1057,4
1058,5
1059,2
1060,5
1061,4
1062,4
1063,5
1064,5
1065,5
1066,5
1067,1
1068,4
1069,5
1070,4
1071,4
1072,1
1073,4
1074,5
1075,5
1076,5
1077,1
1078,4
1079,4
1080,1
1081,2
1082,2
1083,1
1084,2
1085,2
1086,5
1087,2
1088,5
1089,1
1090,1
1091,2
1092,2
1093,3
1094,3
1095,2
1096,3
1097,4
1098,1
1099,4
1100,3
1101,1
1102,1
1103,4
1104,3
1105,4
1106,5
1107,2
1108,3
1109,4
1110,3
1111,4
1112,2
1113,4
1114,5
1115,2
1116,2
1117,4
1118,4
1119,3
1120,4
1121,5
1122,3
1123,1
1124,1
1125,1
1126,5
1127,1
1128,5
1129,4
1130,1
1131,1
1132,4
1133,1
1134,4
1135,3
1136,4
1137,4
1138,1
1139,1
1140,3
1141,3
1142,4
1143,2
1144,2
1145,1
1146,4
1147,4
1148,4
1149,4
1150,5
1151,1
1152,5
1153,5
1154,4
1155,4
1156,1
1157,2
1158,4
1159,2
1160,4
1161,5
1162,2
1163,5
1164,4
1165,2
1166,4
1167,4
1168,4
1169,1
1170,3
1171,1
1172,4
1173,4
1174,4
1175,5
1176,5
1177,2
1178,1
1179,1
1180,5
1181,1
1182,1
1183,5
1184,5
1185,4
1186,2
1187,4
1188,5
1189,2
1190,1
1191,2
1192,2
1193,4
1194,2
1195,2
1196,2
1197,4
1198,5
1199,3
1200,2
1201,4
1202,5
1203,1
1204,1
1205,1
1206,4
1207,5
1208,5
1209,1
1210,4
1211,2
1212,2
1213,3
1214,1
1215,1
1216,1
1217,1
1218,5
1219,4
1220,2
1221,1
1222,5
1223,2
1224,1
1225,4
1226,5
1227,4
1228,3
1229,2
1230,3
1231,1
1232,5
1233,2
1234,1
1235,3
1236,4
1237,4
1238,2
1239,1
1240,2
1241,4
1242,4
1243,1
1244,4
1245,1
1246,1
1247,4
1248,3
1249,5
1250,4
1251,3
1252,2
1253,4
1254,1
1255,4
1256,4
1257,1
1258,4
1259,1
1260,1
1261,3
1262,1
1263,3
1264,3
1265,1
1266,2
1267,1
1268,1
1269,3
1270,3
1271,3
1272,5
1273,2
1274,1
1275,3
1276,1
1277,1
1278,3
1279,2
1280,5
1281,3
1282,4
1283,3
1284,5
1285,4
1286,1
1287,1
1288,4
1289,4
1290,1
1291,4
1292,2
1293,3
1294,4
1295,5
1296,5
1297,4
1298,3
1299,5
1300,1
1301,3
1302,1
1303,2
1304,4
1305,1
1306,3
1307,4
1308,3
1309,3
1310,3
1311,2
1312,3
1313,2
1314,2
1315,1
1316,3
1317,3
1318,1
1319,1
1320,4
1321,2
1322,3
1323,5
1324,1
1325,5
1326,4
1327,3
1328,1
1329,5
1330,2
1331,3
1332,2
1333,5
1334,2
1335,2
1336,4
1337,5
1338,2
1339,3
1340,2
1341,3
1342,4
1343,2
1344,1
1345,2
1346,1
1347,2
1348,3
1349,3
1350,1
1351,3
1352,4
1353,2
1354,5
1355,2
1356,2
1357,3
1358,4
1359,2
1360,2
1361,4
1362,1
1363,1
1364,5
1365,2
1366,4
1367,2
1368,2
1369,2
1370,1
1371,3
1372,4
1373,1
1374,4
1375,5
1376,3
1377,3
1378,1
1379,3
1380,1
1381,1
1382,2
1383,2
1384,2
1385,3
1386,4
1387,2
1388,1
1389,1
1390,4
1391,4
1392,4
1393,2
1394,3
1395,1
1396,2
1397,4
1398,4
1399,5
1400,1
1401,1
1402,1
1403,1
1404,3
1405,3
1406,5
1407,5
1408,1
1409,3
1410,1
1411,3
1412,4
1413,1
1414,3
1415,3
1416,2
1417,1
1418,2
1419,5
1420,4
1421,4
1422,4
1423,2
1424,3
1425,1
1426,3
1427,2
1428,4
1429,2
1430,4
1431,1
1432,3
1433,3
1434,1
1435,3
1436,2
1437,2
1438,4
1439,2
1440,1
1441,3
1442,2
1443,5
1444,4
1445,4
1446,1
1447,4
1448,1
1449,2
1450,1
1451,2
1452,3
1453,4
1454,2
1455,5
1456,1
1457,2
1458,2
1459,2
1460,4
1461,1
1462,4
1463,2
1464,5
1465,2
1466,2
1467,3
1468,3
1469,5
1470,2
1471,5
1472,1
1473,1
1474,1
1475,3
1476,2
1477,2
1478,1
1479,4
1480,3
1481,3
1482,2
1483,2
1484,1
1485,1
1486,1
1487,4
1488,4
1489,1
1490,5
1491,4
1492,4
1493,1
1494,3
1495,2
1496,2
1497,4
1498,3
1499,3
1500,4
1501,3
1502,5
1503,2
1504,5
1505,4
1506,3
1507,3
1508,4
1509,4
1510,1
1511,2
1512,2
1513,1
1514,3
1515,2
1516,1
1517,1
1518,4
1519,1
1520,1
1521,1
1522,2
1523,2
1524,2
1525,4
1526,2
1527,2
1528,5
1529,1
1530,5
1531,1
1532,1
1533,1
1534,3
1535,5
1536,1
1537,2
1538,3
1539,1
1540,3
1541,5
1542,2
1543,1
1544,5
1545,3
1546,2
1547,1
1548,3
1549,1
1550,3
1551,4
1552,4
1553,1
1554,1
1555,3
1556,4
1557,4
1558,2
1559,4
1560,5
1561,5
1562,3
1563,2
1564,5
1565,4
1566,3
1567,3
1568,3
1569,3
1570,2
1571,2
1572,2
1573,2
1574,5
1575,3
1576,5
1577,5
1578,5
1579,5
1580,1
1581,2
1582,4
1583,1
1584,3
1585,4
1586,3
1587,1
1588,3
1589,3
1590,3
1591,1
1592,2
1593,2
1594,3
1595,5
1596,1
1597,2
1598,5
1599,2
1600,4
1601,1
1602,4
1603,3
1604,1
1605,2
1606,3
1607,1
1608,1
1609,2
1610,2
1611,3
1612,4
1613,4
1614,3
1615,4
1616,2
1617,4
1618,1
1619,1
1620,3
1621,3
1622,4
1623,4
1624,3
1625,4
1626,2
1627,1
1628,3
1629,4
1630,1
1631,1
1632,4
1633,2
1634,2
1635,2
1636,3
1637,5
1638,3
1639,1
1640,1
1641,3
1642,2
1643,5
1644,5
1645,1
1646,2
1647,3
1648,2
1649,3
1650,4
1651,2
1652,1
1653,5
1654,1
1655,1
1656,2
1657,1
1658,2
1659,3
1660,2
1661,2
1662,3
1663,5
1664,3
1665,2
1666,4
1667,1
1668,2
1669,4
1670,2
1671,1
1672,5
1673,1
1674,1
1675,4
1676,5
1677,2
1678,2
1679,3
1680,2
1681,1
1682,4
1683,2
1684,5
1685,5
1686,1
1687,5
1688,4
1689,5
1690,1
1691,2
1692,4
1693,3
1694,2
1695,3
1696,1
1697,1
1698,4
1699,5
1700,1
1701,3
1702,1
1703,5
1704,4
1705,2
1706,3
1707,5
1708,1
1709,3
1710,5
1711,3
1712,3
1713,5
1714,5
1715,1
1716,2
1717,4
1718,3
1719,2
1720,1
1721,5
1722,2
1723,1
1724,2
1725,1
1726,2
1727,2
1728,2
1729,2
1730,4
1731,2
1732,2
1733,3
1734,1
1735,4
1736,2
1737,3
1738,4
1739,4
1740,2
1741,4
1742,3
1743,3
1744,5
1745,2
1746,2
1747,2
1748,3
1749,1
1750,3
1751,3
1752,2
1753,1
1754,4
1755,5
1756,4
1757,3
1758,5
1759,2
1760,1
1761,2
1762,5
1763,1
1764,2
1765,2
1766,3
1767,4
1768,2
1769,1
1770,4
1771,3
1772,3
1773,4
1774,3
1775,1
1776,5
1777,2
1778,1
1779,1
1780,4
1781,3
1782,2
1783,1
1784,2
1785,4
1786,5
1787,3
1788,4
1789,1
1790,5
1791,5
1792,4
1793,4
1794,2
1795,1
1796,4
1797,2
1798,2
1799,5
1800,5
1801,4
1802,4
1803,4
1804,3
1805,2
1806,2
1807,3
1808,4
1809,2
1810,5
1811,4
1812,1
1813,2
1814,5
1815,1
1816,5
1817,3
1818,4
1819,4
1820,1
1821,2
1822,5
1823,2
1824,3
1825,3
1826,1
1827,3
1828,3
1829,4
1830,1
1831,3
1832,4
1833,1
1834,4
1835,3
1836,3
1837,3
1838,5
1839,5
1840,5
1841,4
1842,4
1843,5
1844,5
1845,4
1846,5
1847,4
1848,3
1849,5
1850,4
1851,1
1852,1
1853,5
1854,1
1855,3
1856,3
1857,3
1858,1
1859,1
1860,4
1861,5
1862,2
1863,3
1864,2
1865,4
1866,2
1867,5
1868,5
1869,1
1870,3
1871,5
1872,4
1873,5
1874,5
1875,4
1876,3
1877,2
1878,4
1879,3
1880,1
1881,5
1882,1
1883,1
1884,4
1885,3
1886,2
1887,3
1888,3
1889,2
1890,3
1891,1
1892,2
1893,3
1894,4
1895,4
1896,4
1897,5
1898,1
1899,4
1900,3
1901,3
1902,5
1903,3
1904,4
1905,3
1906,4
1907,3
1908,3
1909,4
1910,5
1911,3
1912,1
1913,2
1914,3
1915,1
1916,2
1917,5
1918,1
1919,1
1920,4
1921,3
1922,3
1923,5
1924,3
1925,1
1926,1
1927,2
1928,1
1929,2
1930,4
1931,2
1932,4
1933,1
1934,4
1935,2
1936,1
1937,4
1938,2
1939,2
1940,4
1941,2
1942,1
1943,5
1944,4
1945,4
1946,3
1947,5
1948,1
1949,5
1950,1
1951,2
1952,2
1953,2
1954,1
1955,4
1956,1
1957,2
1958,1
1959,5
1960,4
1961,4
1962,2
1963,2
1964,1
1965,3
1966,3
1967,1
1968,1
1969,5
1970,2
1971,2
1972,1
1973,1
1974,2
1975,1
1976,4
1977,2
1978,4
1979,1
1980,2
1981,5
1982,5
1983,5
1984,1
1985,4
1986,5
1987,2
1988,4
1989,2
1990,1
1991,4
1992,5
1993,3
1994,2
1995,3
1996,4
1997,2
1998,2
1999,4
2000,4
2001,4
2002,2
2003,4
2004,2
2005,4
2006,3
2007,3
2008,4
2009,4
2010,3
2011,3
2012,2
2013,4
2014,4
2015,4
2016,2
2017,4
2018,1
2019,3
2020,3
2021,2
2022,4
2023,2
2024,5
2025,2
2026,3
2027,3
2028,2
2029,2
2030,3
2031,1
2032,5
2033,1
2034,3
2035,2
2036,5
2037,3
2038,5
2039,3
2040,5
2041,1
2042,5
2043,2
2044,3
2045,4
2046,4
2047,2
2048,1
2049,1
2050,5
2051,1
2052,1
2053,5
2054,1
2055,2
2056,3
2057,2
2058,1
2059,4
2060,2
2061,3
2062,3
2063,1
2064,3
2065,3
2066,2
2067,4
2068,4
2069,1
2070,2
2071,3
2072,5
2073,3
2074,2
2075,4
2076,3
2077,5
2078,5
2079,3
2080,2
2081,2
2082,5
2083,3
2084,4
2085,4
2086,2
2087,1
2088,3
2089,4
2090,1
2091,3
2092,3
2093,1
2094,1
2095,4
2096,1
2097,2
2098,1
2099,4
2100,1
2101,4
2102,4
2103,2
2104,4
2105,3
2106,4
2107,3
2108,4
2109,2
2110,3
2111,4
2112,2
2113,5
2114,3
2115,4
2116,3
2117,4
2118,3
2119,3
2120,1
2121,2
2122,5
2123,2
2124,3
2125,3
2126,4
2127,3
2128,5
2129,1
2130,1
2131,3
2132,3
2133,2
2134,1
2135,1
2136,2
2137,5
2138,1
2139,4
2140,2
2141,4
2142,2
2143,5
2144,2
2145,2
2146,3
2147,2
2148,3
2149,4
2150,5
2151,2
2152,2
2153,3
2154,3
2155,4
2156,3
2157,1
2158,1
2159,5
2160,5
2161,5
2162,2
2163,5
2164,1
2165,4
2166,1
2167,2
2168,2
2169,1
2170,1
2171,1
2172,2
2173,4
2174,4
2175,2
2176,2
2177,1
2178,1
2179,1
2180,1
2181,2
2182,1
2183,4
2184,3
2185,3
2186,4
2187,4
2188,2
2189,1
2190,2
2191,4
2192,2
2193,4
2194,4
2195,2
2196,2
2197,4
2198,3
2199,3
2200,1
2201,2
2202,2
2203,5
2204,3
2205,1
2206,3
2207,3
2208,3
2209,5
2210,1
2211,1
2212,5
2213,3
2214,3
2215,5
2216,4
2217,2
2218,2
2219,1
2220,3
2221,3
2222,1
2223,1
2224,1
2225,4
2226,2
2227,2
2228,3
2229,1
2230,1
2231,1
2232,3
2233,5
2234,1
2235,3
2236,4
2237,5
2238,5
2239,3
2240,5
2241,5
2242,4
2243,2
2244,5
2245,5
2246,5
2247,2
2248,3
2249,1
2250,5
2251,4
2252,5
2253,2
2254,1
2255,2
2256,4
2257,1
2258,4
2259,5
2260,3
2261,2
2262,4
2263,3
2264,4
2265,4
2266,3
2267,1
2268,4
2269,5
2270,4
2271,1
2272,1
2273,2
2274,4
2275,4
2276,3
2277,1
2278,4
2279,3
2280,3
2281,4
2282,4
2283,5
2284,4
2285,3
2286,3
2287,3
2288,2
2289,2
2290,4
2291,4
2292,3
2293,3
2294,1
2295,3
2296,3
2297,4
2298,1
2299,2
2300,3
2301,2
2302,4
2303,3
2304,4
2305,3
2306,2
2307,1
2308,3
2309,4
2310,1
2311,4
2312,2
2313,4
2314,5
2315,3
2316,1
2317,5
2318,4
2319,5
2320,3
2321,3
2322,4
2323,2
2324,4
2325,4
2326,1
2327,5
2328,2
2329,1
2330,5
2331,2
2332,4
2333,4
2334,1
2335,2
2336,4
2337,3
2338,4
2339,4
2340,1
2341,2
2342,4
2343,2
2344,5
2345,4
2346,1
2347,1
2348,5
2349,3
2350,2
2351,4
2352,4
2353,2
2354,3
2355,1
2356,4
2357,5
2358,3
2359,4
2360,4
2361,4
2362,3
2363,2
2364,4
2365,5
